,number_of_group,type_occasion,start_date,end_date,internal_occasion,device,devicecode,qauntity_package_one,quantity_package_double,>420,r-a
0,14,pack,2019-08-21 03:14:47,2019-08-21 03:15:35,1,134,2864,,,,
0,14,receipt,2019-08-21 03:16:26,2019-08-21 03:16:32,0,134,2864,0,1,,
0,15,pack,2019-08-21 03:44:49,2019-08-21 03:45:38,1,134,2864,,,,
0,15,pack,2019-08-21 03:46:46,2019-08-21 03:47:38,1,134,2864,,,,
0,15,receipt,2019-08-21 03:48:38,2019-08-21 03:48:45,0,134,2864,0,2,,
0,16,pack,2019-08-21 03:50:30,2019-08-21 03:51:18,1,134,2864,,,,
0,16,receipt,2019-08-21 03:52:08,2019-08-21 03:52:37,0,134,2864,0,1,,
0,17,pack,2019-08-21 03:52:57,2019-08-21 03:53:46,1,134,2864,,,,
0,1,pack,2019-08-21 00:11:59,2019-08-21 00:12:39,1,178,2860,,,,
0,1,receipt,2019-08-21 00:14:00,2019-08-21 00:14:06,0,178,2860,0,1,,
0,2,pack,2019-08-21 00:15:03,2019-08-21 00:15:42,1,178,2860,,,,
0,2,receipt,2019-08-21 00:16:56,2019-08-21 00:17:02,0,178,2860,0,1,,
0,3,pack,2019-08-21 01:50:06,2019-08-21 01:51:26,1,178,2860,,,,
0,3,receipt,2019-08-21 01:49:23,2019-08-21 01:52:56,1,178,2860,0,1,,
0,4,pack,2019-08-21 03:49:24,2019-08-21 03:50:12,1,178,2860,,,,
0,4,receipt,2019-08-21 03:50:41,2019-08-21 03:50:52,0,178,2860,0,1,,
0,1,pack,2019-08-21 00:12:25,2019-08-21 00:13:13,1,118,2863,,,,
0,1,pack,2019-08-21 00:14:21,2019-08-21 00:15:10,1,118,2863,,,,
0,1,receipt,2019-08-21 00:12:13,2019-08-21 00:16:46,1,118,2863,2,0,,
0,1,receipt,2019-08-21 00:17:16,2019-08-21 00:17:21,0,118,2863,2,0,,
0,2,pack,2019-08-21 00:18:05,2019-08-21 00:18:52,1,118,2863,,,,
0,2,receipt,2019-08-21 00:19:40,2019-08-21 00:19:44,0,118,2863,0,1,,
0,3,pack,2019-08-21 00:20:34,2019-08-21 00:21:21,1,118,2863,,,,
0,3,receipt,2019-08-21 00:20:22,2019-08-21 00:21:53,1,118,2863,0,1,,
0,4,pack,2019-08-21 00:27:03,2019-08-21 00:27:56,1,118,2863,,,,
0,4,receipt,2019-08-21 00:26:53,2019-08-21 00:30:01,1,118,2863,0,1,,
0,5,pack,2019-08-21 00:32:01,2019-08-21 00:32:44,1,118,2863,,,,
0,5,receipt,2019-08-21 00:31:48,2019-08-21 00:33:49,1,118,2863,0,1,,
0,6,pack,2019-08-21 01:17:12,2019-08-21 01:17:59,1,118,2863,,,,
0,6,alarm,2019-08-21 01:17:58,None,1,118,2863,,,,
0,6,issue,2019-08-21 01:17:59,None,1,118,2863,,,,
0,6,issue,2019-08-21 01:17:59,None,1,118,2863,,,,
0,6,pack,2019-08-21 01:18:05,2019-08-21 01:18:34,1,118,2863,,,,
0,6,issue,2019-08-21 01:18:34,None,1,118,2863,,,,
0,6,pack,2019-08-21 01:19:00,2019-08-21 01:19:42,1,118,2863,,,,
0,6,receipt,2019-08-21 01:17:00,2019-08-21 01:20:51,1,118,2863,0,2,,
0,7,pack,2019-08-21 01:21:35,2019-08-21 01:22:25,1,118,2863,,,,
0,7,receipt,2019-08-21 01:21:23,2019-08-21 01:22:46,1,118,2863,0,1,,
0,8,pack,2019-08-21 01:39:13,2019-08-21 01:39:56,1,118,2863,,,,
0,8,receipt,2019-08-21 01:39:00,2019-08-21 01:40:56,1,118,2863,0,1,,
0,9,pack,2019-08-21 02:25:59,2019-08-21 02:26:42,1,118,2863,,,,
0,9,pack,2019-08-21 02:27:48,2019-08-21 02:28:34,1,118,2863,,,,
0,9,receipt,2019-08-21 02:25:41,2019-08-21 02:29:18,1,118,2863,0,2,,
0,10,pack,2019-08-21 02:34:03,2019-08-21 02:34:56,1,118,2863,,,,
0,10,receipt,2019-08-21 02:33:52,2019-08-21 02:35:57,1,118,2863,0,1,,
0,11,pack,2019-08-21 02:38:08,2019-08-21 02:38:50,1,118,2863,,,,
0,11,receipt,2019-08-21 02:37:55,2019-08-21 02:39:39,1,118,2863,0,1,,
0,12,pack,2019-08-21 04:08:29,2019-08-21 04:09:10,1,118,2863,,,,
0,12,receipt,2019-08-21 04:08:15,2019-08-21 04:10:12,1,118,2863,0,1,,
0,13,pack,2019-08-21 04:15:51,2019-08-21 04:16:31,1,118,2863,,,,
0,13,receipt,2019-08-21 04:15:42,2019-08-21 04:17:23,1,118,2863,0,1,,
0,14,pack,2019-08-21 04:18:07,2019-08-21 04:18:56,1,118,2863,,,,
0,14,receipt,2019-08-21 04:17:49,2019-08-21 04:19:55,1,118,2863,0,1,,
0,15,pack,2019-08-21 04:20:29,2019-08-21 04:21:11,1,118,2863,,,,
0,15,receipt,2019-08-21 04:22:25,2019-08-21 04:22:29,0,118,2863,0,1,,
0,16,pack,2019-08-21 04:24:01,2019-08-21 04:24:43,1,118,2863,,,,
0,16,receipt,2019-08-21 04:23:49,2019-08-21 04:25:33,1,118,2863,0,1,,
0,17,pack,2019-08-21 04:29:58,2019-08-21 04:30:39,1,118,2863,,,,
0,17,receipt,2019-08-21 04:29:48,2019-08-21 04:31:34,1,118,2863,0,1,,
0,18,pack,2019-08-21 04:37:31,2019-08-21 04:38:15,1,118,2863,,,,
0,18,receipt,2019-08-21 04:37:21,2019-08-21 04:39:17,1,118,2863,0,1,,
0,19,pack,2019-08-21 05:10:28,2019-08-21 05:11:10,1,118,2863,,,,
0,19,receipt,2019-08-21 05:10:15,2019-08-21 05:11:42,1,118,2863,0,1,,
0,20,pack,2019-08-21 05:36:59,2019-08-21 05:37:45,1,118,2863,,,,
0,20,pack,2019-08-21 05:39:36,2019-08-21 05:40:17,1,118,2863,,,,
0,20,receipt,2019-08-21 05:36:49,2019-08-21 05:41:06,1,118,2863,0,2,,
0,1,pack,2019-08-21 00:13:01,2019-08-21 00:13:55,1,131,28542,,,,
0,1,receipt,2019-08-21 00:14:26,2019-08-21 00:14:32,0,131,28542,0,1,,
0,2,pack,2019-08-21 00:20:41,2019-08-21 00:21:23,1,131,28542,,,,
0,2,pack,2019-08-21 00:22:12,2019-08-21 00:23:01,1,131,28542,,,,
0,2,receipt,2019-08-21 00:23:30,2019-08-21 00:23:36,0,131,28542,0,2,,
0,3,pack,2019-08-21 00:26:56,2019-08-21 00:27:42,1,131,28542,,,,
0,3,receipt,2019-08-21 00:28:10,2019-08-21 00:28:14,0,131,28542,0,1,,
0,4,pack,2019-08-21 00:29:47,2019-08-21 00:31:34,1,131,28542,,,,
0,4,alarm,2019-08-21 00:30:28,None,1,131,28542,,,,
0,4,receipt,2019-08-21 00:32:14,2019-08-21 00:32:18,0,131,28542,1,0,,
0,5,pack,2019-08-21 00:36:20,2019-08-21 00:37:30,1,131,28542,,,,
0,5,receipt,2019-08-21 00:37:55,2019-08-21 00:38:22,0,131,28542,0,1,,
0,6,pack,2019-08-21 00:38:46,2019-08-21 00:39:38,1,131,28542,,,,
0,6,receipt,2019-08-21 00:40:18,2019-08-21 00:40:23,0,131,28542,0,1,,
0,7,pack,2019-08-21 00:44:08,2019-08-21 00:44:56,1,131,28542,,,,
0,7,receipt,2019-08-21 00:45:33,2019-08-21 00:45:54,0,131,28542,0,1,,
0,8,pack,2019-08-21 00:47:52,2019-08-21 00:48:35,1,131,28542,,,,
0,8,pack,2019-08-21 00:49:00,2019-08-21 00:49:45,1,131,28542,,,,
0,8,receipt,2019-08-21 00:50:15,2019-08-21 00:50:23,0,131,28542,0,2,,
0,9,pack,2019-08-21 00:51:21,2019-08-21 00:52:05,1,131,28542,,,,
0,9,receipt,2019-08-21 00:52:33,2019-08-21 00:52:46,0,131,28542,0,1,,
0,10,pack,2019-08-21 00:55:18,2019-08-21 00:56:09,1,131,28542,,,,
0,10,receipt,2019-08-21 00:56:38,2019-08-21 00:56:43,0,131,28542,0,1,,
0,11,pack,2019-08-21 01:01:13,2019-08-21 01:02:01,1,131,28542,,,,
0,11,receipt,2019-08-21 01:02:35,2019-08-21 01:03:03,0,131,28542,0,1,,
0,12,pack,2019-08-21 01:11:36,2019-08-21 01:12:20,1,131,28542,,,,
0,12,receipt,2019-08-21 01:12:49,2019-08-21 01:13:09,0,131,28542,0,1,,
0,13,pack,2019-08-21 01:17:24,2019-08-21 01:18:14,1,131,28542,,,,
0,13,receipt,2019-08-21 01:18:51,2019-08-21 01:19:12,0,131,28542,0,1,,
0,14,pack,2019-08-21 01:21:13,2019-08-21 01:21:56,1,131,28542,,,,
0,14,receipt,2019-08-21 01:22:36,2019-08-21 01:23:01,0,131,28542,0,1,,
0,15,pack,2019-08-21 01:23:41,2019-08-21 01:24:30,1,131,28542,,,,
0,15,pack,2019-08-21 01:25:18,2019-08-21 01:26:08,1,131,28542,,,,
0,15,receipt,2019-08-21 01:26:44,2019-08-21 01:27:04,0,131,28542,0,2,,
0,16,pack,2019-08-21 01:32:22,2019-08-21 01:33:06,1,131,28542,,,,
0,16,receipt,2019-08-21 01:33:39,2019-08-21 01:33:50,0,131,28542,0,1,,
0,17,pack,2019-08-21 01:34:26,2019-08-21 01:35:06,1,131,28542,,,,
0,17,receipt,2019-08-21 01:35:26,2019-08-21 01:35:30,0,131,28542,0,1,,
0,18,pack,2019-08-21 01:35:52,2019-08-21 01:36:42,1,131,28542,,,,
0,18,pack,2019-08-21 01:37:13,2019-08-21 01:38:06,1,131,28542,,,,
0,18,receipt,2019-08-21 01:38:38,2019-08-21 01:38:57,0,131,28542,0,2,,
0,19,pack,2019-08-21 01:44:44,2019-08-21 01:45:27,1,131,28542,,,,
0,19,receipt,2019-08-21 01:45:58,2019-08-21 01:46:00,0,131,28542,0,1,,
0,20,pack,2019-08-21 01:59:00,2019-08-21 01:59:46,1,131,28542,,,,
0,20,pack,2019-08-21 02:00:17,2019-08-21 02:01:01,1,131,28542,,,,
0,20,receipt,2019-08-21 02:01:26,2019-08-21 02:01:32,0,131,28542,0,2,,
0,21,pack,2019-08-21 02:02:29,2019-08-21 02:03:15,1,131,28542,,,,
0,21,receipt,2019-08-21 02:03:38,2019-08-21 02:03:59,0,131,28542,0,1,,
0,22,pack,2019-08-21 02:08:37,2019-08-21 02:09:32,1,131,28542,,,,
0,22,receipt,2019-08-21 02:10:01,2019-08-21 02:10:05,0,131,28542,0,1,,
0,23,pack,2019-08-21 02:14:44,2019-08-21 02:15:28,1,131,28542,,,,
0,23,receipt,2019-08-21 02:16:18,2019-08-21 02:16:48,0,131,28542,0,1,,
0,24,pack,2019-08-21 02:39:28,2019-08-21 02:39:57,1,131,28542,,,,
0,24,alarm,2019-08-21 02:39:35,None,1,131,28542,,,,
0,24,issue,2019-08-21 02:39:57,None,1,131,28542,,,,
0,24,issue,2019-08-21 02:39:57,None,1,131,28542,,,,
0,24,issue,2019-08-21 02:39:57,None,1,131,28542,,,,
0,24,pack,2019-08-21 02:40:44,2019-08-21 02:41:44,1,131,28542,,,,
0,24,receipt,2019-08-21 02:43:08,2019-08-21 02:43:17,0,131,28542,0,1,,
0,25,pack,2019-08-21 02:43:45,2019-08-21 02:44:29,1,131,28542,,,,
0,25,receipt,2019-08-21 02:44:58,2019-08-21 02:45:03,0,131,28542,0,1,,
0,26,pack,2019-08-21 02:46:36,2019-08-21 02:47:21,1,131,28542,,,,
0,26,receipt,2019-08-21 02:47:54,2019-08-21 02:48:03,0,131,28542,0,1,,
0,27,pack,2019-08-21 03:17:27,2019-08-21 03:18:25,1,131,28542,,,,
0,27,receipt,2019-08-21 03:18:58,2019-08-21 03:19:36,0,131,28542,0,1,,
0,28,pack,2019-08-21 03:36:44,2019-08-21 03:37:33,1,131,28542,,,,
0,28,receipt,2019-08-21 03:38:05,2019-08-21 03:38:18,0,131,28542,0,1,,
0,1,pack,2019-08-21 00:17:26,2019-08-21 00:18:03,1,119,2871,,,,
0,1,receipt,2019-08-21 00:17:24,2019-08-21 00:19:21,1,119,2871,0,1,,
0,2,pack,2019-08-21 00:32:16,2019-08-21 00:32:51,1,119,2871,,,,
0,2,receipt,2019-08-21 00:32:14,2019-08-21 00:34:22,1,119,2871,0,1,,
0,3,pack,2019-08-21 00:41:30,2019-08-21 00:42:13,1,119,2871,,,,
0,3,receipt,2019-08-21 00:40:15,2019-08-21 00:42:47,1,119,2871,0,1,,
0,4,pack,2019-08-21 00:50:59,2019-08-21 00:53:34,1,119,2871,,,,
0,4,receipt,2019-08-21 00:50:54,2019-08-21 00:52:54,1,119,2871,1,0,,
0,4,issue,2019-08-21 00:53:34,None,1,119,2871,,,,
0,4,issue,2019-08-21 00:53:34,None,1,119,2871,,,,
0,4,issue,2019-08-21 00:53:34,None,1,119,2871,,,,
0,5,pack,2019-08-21 01:06:25,2019-08-21 01:07:00,1,119,2871,,,,
0,5,receipt,2019-08-21 01:06:23,2019-08-21 01:08:00,1,119,2871,0,1,,
0,6,pack,2019-08-21 01:09:32,2019-08-21 01:10:09,1,119,2871,,,,
0,6,pack,2019-08-21 01:11:14,2019-08-21 01:11:53,1,119,2871,,,,
0,6,receipt,2019-08-21 01:09:30,2019-08-21 01:12:58,1,119,2871,0,2,,
0,7,pack,2019-08-21 01:54:12,2019-08-21 01:54:50,1,119,2871,,,,
0,7,pack,2019-08-21 01:55:39,2019-08-21 01:56:17,1,119,2871,,,,
0,7,receipt,2019-08-21 01:54:09,2019-08-21 01:56:57,1,119,2871,0,2,,
0,8,pack,2019-08-21 02:03:57,2019-08-21 02:04:34,1,119,2871,,,,
0,8,issue,2019-08-21 02:04:34,None,1,119,2871,,,,
0,8,issue,2019-08-21 02:04:34,None,1,119,2871,,,,
0,8,pack,2019-08-21 02:05:49,2019-08-21 02:06:12,1,119,2871,,,,
0,8,issue,2019-08-21 02:06:12,None,1,119,2871,,,,
0,8,pack,2019-08-21 02:06:17,2019-08-21 02:07:13,1,119,2871,,,,
0,8,receipt,2019-08-21 02:03:55,2019-08-21 02:07:48,1,119,2871,0,1,,
0,9,pack,2019-08-21 02:09:15,2019-08-21 02:09:59,1,119,2871,,,,
0,9,pack,2019-08-21 02:10:44,2019-08-21 02:11:25,1,119,2871,,,,
0,9,receipt,2019-08-21 02:09:13,2019-08-21 02:12:24,1,119,2871,0,2,,
0,10,pack,2019-08-21 02:13:09,2019-08-21 02:13:46,1,119,2871,,,,
0,10,receipt,2019-08-21 02:13:06,2019-08-21 02:14:57,1,119,2871,0,1,,
0,11,pack,2019-08-21 02:48:25,2019-08-21 02:49:06,1,119,2871,,,,
0,11,receipt,2019-08-21 02:48:15,2019-08-21 02:50:35,1,119,2871,0,1,,
0,12,pack,2019-08-21 03:16:11,2019-08-21 03:16:48,1,119,2871,,,,
0,12,receipt,2019-08-21 03:16:08,2019-08-21 03:17:45,1,119,2871,0,1,,
0,13,pack,2019-08-21 03:19:38,2019-08-21 03:20:21,1,119,2871,,,,
0,13,pack,2019-08-21 03:21:44,2019-08-21 03:22:21,1,119,2871,,,,
0,13,receipt,2019-08-21 03:19:11,2019-08-21 03:23:41,1,119,2871,0,2,,
0,14,pack,2019-08-21 03:31:24,2019-08-21 03:32:01,1,119,2871,,,,
0,14,receipt,2019-08-21 03:31:22,2019-08-21 03:33:18,1,119,2871,0,1,,
0,15,pack,2019-08-21 03:34:03,2019-08-21 03:34:41,1,119,2871,,,,
0,15,receipt,2019-08-21 03:35:49,2019-08-21 03:35:57,0,119,2871,0,1,,
0,16,pack,2019-08-21 03:41:37,2019-08-21 03:42:15,1,119,2871,,,,
0,16,pack,2019-08-21 03:44:01,2019-08-21 03:44:38,1,119,2871,,,,
0,16,receipt,2019-08-21 03:41:30,2019-08-21 03:46:05,1,119,2871,0,2,,
0,17,pack,2019-08-21 03:54:37,2019-08-21 03:55:16,1,119,2871,,,,
0,17,receipt,2019-08-21 03:54:36,2019-08-21 03:57:18,1,119,2871,0,1,,
0,18,pack,2019-08-21 03:58:00,2019-08-21 03:58:40,1,119,2871,,,,
0,18,receipt,2019-08-21 03:59:31,2019-08-21 04:00:06,0,119,2871,0,1,,
0,19,pack,2019-08-21 04:00:49,2019-08-21 04:01:27,1,119,2871,,,,
0,19,pack,2019-08-21 04:02:34,2019-08-21 04:03:16,1,119,2871,,,,
0,19,receipt,2019-08-21 04:00:45,2019-08-21 04:04:30,1,119,2871,0,2,,
0,20,pack,2019-08-21 04:07:25,2019-08-21 04:08:01,1,119,2871,,,,
0,20,pack,2019-08-21 04:08:51,2019-08-21 04:09:30,1,119,2871,,,,
0,20,receipt,2019-08-21 04:10:16,2019-08-21 04:10:39,0,119,2871,0,2,,
0,21,pack,2019-08-21 04:12:44,2019-08-21 04:13:07,1,119,2871,,,,
0,21,issue,2019-08-21 04:13:07,None,1,119,2871,,,,
0,21,issue,2019-08-21 04:13:07,None,1,119,2871,,,,
0,21,issue,2019-08-21 04:13:07,None,1,119,2871,,,,
0,21,pack,2019-08-21 04:13:29,2019-08-21 04:14:18,1,119,2871,,,,
0,21,issue,2019-08-21 04:14:18,None,1,119,2871,,,,
0,21,issue,2019-08-21 04:14:18,None,1,119,2871,,,,
0,21,receipt,2019-08-21 04:12:20,2019-08-21 04:16:08,1,119,2871,1,0,,
0,22,pack,2019-08-21 04:31:09,2019-08-21 04:31:48,1,119,2871,,,,
0,22,pack,2019-08-21 04:33:13,2019-08-21 04:33:50,1,119,2871,,,,
0,22,receipt,2019-08-21 04:31:08,2019-08-21 04:35:13,1,119,2871,0,2,,
0,23,pack,2019-08-21 04:46:19,2019-08-21 04:46:30,1,119,2871,,,,
0,23,issue,2019-08-21 04:46:30,None,1,119,2871,,,,
0,23,issue,2019-08-21 04:46:30,None,1,119,2871,,,,
0,23,issue,2019-08-21 04:46:30,None,1,119,2871,,,,
0,23,pack,2019-08-21 04:46:34,2019-08-21 04:47:27,1,119,2871,,,,
0,23,receipt,2019-08-21 04:46:11,2019-08-21 04:48:45,1,119,2871,1,0,,
0,1,pack,2019-08-21 00:22:20,2019-08-21 00:23:02,1,159,2862,,,,
0,1,receipt,2019-08-21 00:22:13,2019-08-21 00:23:45,1,159,2862,0,1,,
0,2,pack,2019-08-21 00:32:29,2019-08-21 00:33:26,1,159,2862,,,,
0,2,pack,2019-08-21 00:34:33,2019-08-21 00:35:14,1,159,2862,,,,
0,2,receipt,2019-08-21 00:32:21,2019-08-21 00:35:54,1,159,2862,0,2,,
0,3,pack,2019-08-21 00:37:14,2019-08-21 00:37:54,1,159,2862,,,,
0,3,pack,2019-08-21 00:39:33,2019-08-21 00:40:15,1,159,2862,,,,
0,3,pack,2019-08-21 00:41:46,2019-08-21 00:42:34,1,159,2862,,,,
0,3,receipt,2019-08-21 00:39:28,2019-08-21 00:43:42,1,159,2862,0,3,,
0,4,pack,2019-08-21 01:19:03,2019-08-21 01:19:46,1,159,2862,,,,
0,4,receipt,2019-08-21 01:18:54,2019-08-21 01:20:32,1,159,2862,0,1,,
0,5,pack,2019-08-21 01:44:59,2019-08-21 01:45:47,1,159,2862,,,,
0,5,pack,2019-08-21 01:46:39,2019-08-21 01:47:17,1,159,2862,,,,
0,5,pack,2019-08-21 01:48:29,2019-08-21 01:49:13,1,159,2862,,,,
0,5,receipt,2019-08-21 01:48:25,2019-08-21 01:50:08,1,159,2862,0,3,,
0,6,pack,2019-08-21 01:51:00,2019-08-21 01:51:41,1,159,2862,,,,
0,6,pack,2019-08-21 01:52:15,2019-08-21 01:52:57,1,159,2862,,,,
0,6,receipt,2019-08-21 01:50:47,2019-08-21 01:53:20,1,159,2862,0,2,,
0,7,pack,2019-08-21 02:11:35,2019-08-21 02:12:19,1,159,2862,,,,
0,7,receipt,2019-08-21 02:12:50,2019-08-21 02:13:07,0,159,2862,0,1,,
0,8,pack,2019-08-21 03:02:05,2019-08-21 03:02:45,1,159,2862,,,,
0,8,receipt,2019-08-21 03:02:02,2019-08-21 03:03:31,1,159,2862,0,1,,
0,9,pack,2019-08-21 03:10:45,2019-08-21 03:11:30,1,159,2862,,,,
0,9,receipt,2019-08-21 03:10:38,2019-08-21 03:12:20,1,159,2862,0,1,,
0,10,pack,2019-08-21 03:13:22,2019-08-21 03:14:36,1,159,2862,,,,
0,10,receipt,2019-08-21 03:13:06,2019-08-21 03:15:18,1,159,2862,1,0,,
0,11,pack,2019-08-21 03:21:01,2019-08-21 03:21:42,1,159,2862,,,,
0,11,receipt,2019-08-21 03:20:42,2019-08-21 03:22:06,1,159,2862,0,1,,
0,12,pack,2019-08-21 03:35:32,2019-08-21 03:36:12,1,159,2862,,,,
0,12,receipt,2019-08-21 03:35:25,2019-08-21 03:36:57,1,159,2862,0,1,,
0,13,pack,2019-08-21 03:39:49,2019-08-21 03:40:29,1,159,2862,,,,
0,13,receipt,2019-08-21 03:39:29,2019-08-21 03:41:37,1,159,2862,0,1,,
0,14,pack,2019-08-21 03:42:39,2019-08-21 03:43:17,1,159,2862,,,,
0,14,receipt,2019-08-21 03:42:12,2019-08-21 03:44:00,1,159,2862,0,1,,
0,15,pack,2019-08-21 03:44:52,2019-08-21 03:45:28,1,159,2862,,,,
0,15,receipt,2019-08-21 03:44:33,2019-08-21 03:46:09,1,159,2862,0,1,,
0,16,pack,2019-08-21 04:06:01,2019-08-21 04:06:43,1,159,2862,,,,
0,16,receipt,2019-08-21 04:05:50,2019-08-21 04:07:51,1,159,2862,0,1,,
0,17,pack,2019-08-21 04:08:49,2019-08-21 04:09:39,1,159,2862,,,,
0,17,receipt,2019-08-21 04:08:42,2019-08-21 04:10:23,1,159,2862,0,1,,
0,18,pack,2019-08-21 04:11:00,2019-08-21 04:11:42,1,159,2862,,,,
0,18,receipt,2019-08-21 04:10:52,2019-08-21 04:12:34,1,159,2862,0,1,,
0,19,pack,2019-08-21 04:14:11,2019-08-21 04:14:54,1,159,2862,,,,
0,19,receipt,2019-08-21 04:13:59,2019-08-21 04:16:25,1,159,2862,0,1,,
0,20,pack,2019-08-21 04:17:05,2019-08-21 04:17:47,1,159,2862,,,,
0,20,receipt,2019-08-21 04:16:58,2019-08-21 04:18:48,1,159,2862,1,0,,
0,20,alarm,2019-08-21 04:19:19,None,0,159,2862,,,,
0,21,pack,2019-08-21 04:20:58,2019-08-21 04:21:48,1,159,2862,,,,
0,21,receipt,2019-08-21 04:20:51,2019-08-21 04:22:51,1,159,2862,0,1,,
0,22,pack,2019-08-21 04:23:25,2019-08-21 04:24:07,1,159,2862,,,,
0,22,receipt,2019-08-21 04:23:17,2019-08-21 04:24:58,1,159,2862,0,1,,
0,23,pack,2019-08-21 04:25:35,2019-08-21 04:26:15,1,159,2862,,,,
0,23,receipt,2019-08-21 04:25:28,2019-08-21 04:26:52,1,159,2862,0,1,,
0,24,pack,2019-08-21 04:28:48,2019-08-21 04:29:26,1,159,2862,,,,
0,24,receipt,2019-08-21 04:28:41,2019-08-21 04:30:03,1,159,2862,0,1,,
0,25,pack,2019-08-21 04:30:55,2019-08-21 04:31:35,1,159,2862,,,,
0,25,receipt,2019-08-21 04:30:49,2019-08-21 04:32:34,1,159,2862,0,1,,
0,26,pack,2019-08-21 04:33:01,2019-08-21 04:34:08,1,159,2862,,,,
0,26,receipt,2019-08-21 04:32:55,2019-08-21 04:35:00,1,159,2862,0,1,,
0,27,pack,2019-08-21 04:47:33,2019-08-21 04:48:26,1,159,2862,,,,
0,27,receipt,2019-08-21 04:47:14,2019-08-21 04:49:10,1,159,2862,1,0,,
0,28,pack,2019-08-21 04:51:44,2019-08-21 04:52:26,1,159,2862,,,,
0,28,receipt,2019-08-21 04:51:36,2019-08-21 04:53:12,1,159,2862,0,1,,
0,29,pack,2019-08-21 04:54:08,2019-08-21 04:54:51,1,159,2862,,,,
0,29,receipt,2019-08-21 04:54:00,2019-08-21 04:55:44,1,159,2862,0,1,,
0,30,pack,2019-08-21 05:05:54,2019-08-21 05:06:35,1,159,2862,,,,
0,30,receipt,2019-08-21 05:05:47,2019-08-21 05:07:12,1,159,2862,0,1,,
0,31,pack,2019-08-21 05:07:46,2019-08-21 05:08:26,1,159,2862,,,,
0,31,receipt,2019-08-21 05:07:40,2019-08-21 05:09:21,1,159,2862,0,1,,
0,32,pack,2019-08-21 05:16:06,2019-08-21 05:16:43,1,159,2862,,,,
0,32,receipt,2019-08-21 05:15:59,2019-08-21 05:17:00,1,159,2862,0,1,,
0,33,pack,2019-08-21 05:17:36,2019-08-21 05:18:19,1,159,2862,,,,
0,33,pack,2019-08-21 05:19:30,2019-08-21 05:20:11,1,159,2862,,,,
0,33,receipt,2019-08-21 05:17:29,2019-08-21 05:21:04,1,159,2862,0,2,,
0,1,pack,2019-08-21 00:29:51,2019-08-21 00:30:31,1,160,2861,,,,
0,1,pack,2019-08-21 00:31:48,2019-08-21 00:32:30,1,160,2861,,,,
0,1,receipt,2019-08-21 00:29:43,2019-08-21 00:33:18,1,160,2861,0,2,,
0,2,pack,2019-08-21 00:34:12,2019-08-21 00:34:53,1,160,2861,,,,
0,2,receipt,2019-08-21 00:34:02,2019-08-21 00:35:56,1,160,2861,0,1,,
0,3,pack,2019-08-21 00:37:45,2019-08-21 00:38:25,1,160,2861,,,,
0,3,receipt,2019-08-21 00:37:35,2019-08-21 00:39:21,1,160,2861,0,1,,
0,4,pack,2019-08-21 00:48:14,2019-08-21 00:48:53,1,160,2861,,,,
0,4,receipt,2019-08-21 00:48:02,2019-08-21 00:50:10,1,160,2861,0,1,,
0,5,pack,2019-08-21 01:02:27,2019-08-21 01:03:12,1,160,2861,,,,
0,5,receipt,2019-08-21 01:02:18,2019-08-21 01:03:52,1,160,2861,0,1,,
0,6,pack,2019-08-21 01:06:52,2019-08-21 01:07:30,1,160,2861,,,,
0,6,receipt,2019-08-21 01:06:35,2019-08-21 01:08:44,1,160,2861,0,1,,
0,7,pack,2019-08-21 01:09:19,2019-08-21 01:10:00,1,160,2861,,,,
0,7,receipt,2019-08-21 01:09:09,2019-08-21 01:11:27,1,160,2861,0,1,,
0,8,pack,2019-08-21 01:16:03,2019-08-21 01:16:49,1,160,2861,,,,
0,8,pack,2019-08-21 01:17:38,2019-08-21 01:18:17,1,160,2861,,,,
0,8,receipt,2019-08-21 01:15:53,2019-08-21 01:19:22,1,160,2861,0,2,,
0,9,pack,2019-08-21 01:20:26,2019-08-21 01:21:14,1,160,2861,,,,
0,9,receipt,2019-08-21 01:20:17,2019-08-21 01:22:37,1,160,2861,0,1,,
0,10,pack,2019-08-21 01:23:26,2019-08-21 01:24:08,1,160,2861,,,,
0,10,receipt,2019-08-21 01:23:12,2019-08-21 01:25:03,1,160,2861,0,1,,
0,11,pack,2019-08-21 01:27:44,2019-08-21 01:28:26,1,160,2861,,,,
0,11,pack,2019-08-21 01:29:08,2019-08-21 01:29:49,1,160,2861,,,,
0,11,receipt,2019-08-21 01:27:30,2019-08-21 01:30:51,1,160,2861,0,2,,
0,12,pack,2019-08-21 01:31:47,2019-08-21 01:32:25,1,160,2861,,,,
0,12,receipt,2019-08-21 01:31:38,2019-08-21 01:34:13,1,160,2861,0,1,,
0,13,pack,2019-08-21 02:03:07,2019-08-21 02:03:50,1,160,2861,,,,
0,13,pack,2019-08-21 02:04:40,2019-08-21 02:05:20,1,160,2861,,,,
0,13,receipt,2019-08-21 02:06:25,2019-08-21 02:06:30,0,160,2861,0,2,,
0,14,pack,2019-08-21 02:07:19,2019-08-21 02:08:00,1,160,2861,,,,
0,14,receipt,2019-08-21 02:07:05,2019-08-21 02:08:52,1,160,2861,0,1,,
0,15,pack,2019-08-21 02:09:27,2019-08-21 02:10:14,1,160,2861,,,,
0,15,receipt,2019-08-21 02:09:18,2019-08-21 02:11:02,1,160,2861,0,1,,
0,16,pack,2019-08-21 02:11:39,2019-08-21 02:12:19,1,160,2861,,,,
